Name,Code,Date,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,RSI_Win Rate [%],RSI_SQN,EMA_diff_Win Rate [%],EMA_diff_SQN,VR_Win Rate [%],VR_SQN,MACD_Win Rate [%],MACD_SQN,MAX30d_Win Rate [%],MAX30d_SQN,MAX52w_Win Rate [%],MAX52w_SQN,BB2_Win Rate [%],BB2_SQN,stochastic_Win Rate [%],stochastic_SQN,tsumitate_Win Rate [%],tsumitate_SQN
ハンチントン バンクシェアーズ,HBAN,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ハンティントン インガルス インダストリーズ,HII,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
インターナショナル ビジネス マシーンズ,IBM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
アイデックス,IEX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
アイデックス ラボラトリーズ,IDXX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
イリノイ ツール ワークス,ITW,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
イルミナ,ILMN,2024-08-16,0,0,0,1,0,0,,,,,,,,,26.923076923076923,-1.4313778894878868,,,,,,,,
インサイト,INCY,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
インガーソール ランド,IR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
インテル,INTC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
インターコンチネンタル エクスチェンジ,ICE,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
インターナショナルフレーバーアンドフレグランス,IFF,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
インターナショナル ペーパー,IP,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
インターパブリック グループ,IPG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
インテュイット,INTU,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
インテュイティブ サージカル,ISRG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
インベスコ,IVZ,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
IPG フォトニクス,IPGP,2024-08-16,0,0,0,0,0,1,,,,,66.66666666666666,1.6239151630526016,,,,,,,,,,,,
IQVIAホールディングス,IQV,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
IRM,IRM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
JB ハント トランスポート サービシズ,JBHT,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ジャック ヘンリー アンド アソシエーツ,JKHY,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ジェイコブズ ソリューションズ,J,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
JM スマッカー,SJM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ジョンソン & ジョンソン,JNJ,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ジョンソンコントロールズインターナショナル,JCI,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
JPモルガン チェース,JPM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ジュニパー ネットワークス,JNPR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ケラノバ,K,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
キーコープ,KEY,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
キーサイト テクノロジー,KEYS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
キンバリー-クラーク,KMB,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
KIM,KIM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
キンダー モーガン,KMI,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
KLA,KLAC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
クラフト ハインツ,KHC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
クローガー,KR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
L3ハリス テクノロジーズ,LHX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ラボラトリー コーポレーション オブ アメリカ ホールディングス,LH,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ラム リサーチ,LRCX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ラム ウェストン ホールディングス,LW,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ラスベガス サンズ,LVS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
レゲット アンド プラット,LEG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
レイドス ホールディングス,LDOS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
レナー A,LEN,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
リンカーン ナショナル,LNC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
リンデ,LIN,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ライブ ネイション エンターテインメント,LYV,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LKQ,LKQ,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ロッキード マーチン,LMT,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ロウズ,L,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ロウズ カンパニーズ,LOW,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ルーメン テクノロジーズ,LUMN,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ライオンデルバセル・インダストリーズ,LYB,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Ｍ＆Ｔバンク,MTB,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
マラソン オイル,MRO,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
マラソン ペトロレアム,MPC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
マーケットアクセス ホールディングス,MKTX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
マリオット インターナショナル,MAR,2024-08-16,0,0,0,0,0,1,,,,,44.44444444444444,1.4331766685458365,,,,,,,,,,,,
マーシュ アンド マクレナン,MMC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
マーチン マリエッタ マテリアルズ,MLM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
マスコ,MAS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
マスターカード,MA,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
マッチ グループ,MTCH,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
マコーミック-議決権なし,MKC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
マクドナルド,MCD,2024-08-16,0,0,0,1,0,0,,,,,,,,,46.15384615384615,-1.667453959341897,,,,,,,,
マケッソン,MCK,2024-08-16,0,1,1,0,0,0,100.0,5.898193571228953,82.6923076923077,6.115430351822156,,,,,,,,,,,,,,
メドトロニック,MDT,2024-08-16,0,0,0,1,0,0,,,,,,,,,13.636363636363637,-3.189449017271272,,,,,,,,
メルク,MRK,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
メットライフ,MET,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
メトラー-トレド インターナショナル,MTD,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ＭＧＭリゾーツ インターナショナル,MGM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
マイクロチップ テクノロジー,MCHP,2024-08-16,0,0,0,0,0,1,,,,,48.71794871794872,1.6064229067026834,,,,,,,,,,,,
マイクロン テクノロジー,MU,2024-08-16,0,0,0,0,0,1,,,,,72.0,3.4855098657314203,,,,,,,,,,,,
マイクロソフト,MSFT,2024-08-16,0,0,0,0,0,1,,,,,86.66666666666667,5.610293722805318,,,,,,,,,,,,
MAA,MAA,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
モデルナ,MRNA,2024-08-16,0,0,0,0,0,1,,,,,28.000000000000004,1.0702554242873266,,,,,,,,,,,,
モホーク インダストリーズ,MHK,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
モルソン クアーズ ビバレッジ B,TAP,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
モンデリーズ インターナショナル,MDLZ,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
モノリシック パワー システムズ,MPWR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
モンスター ビバレッジ,MNST,2024-08-16,0,0,1,0,0,0,37.5,0.3544716107833091,,,,,,,,,,,,,,,,
ムーディーズ,MCO,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
モルガン スタンレー,MS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
モトローラ ソリューションズ,MSI,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
MSCI,MSCI,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ナスダック,NDAQ,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ネットアップ,NTAP,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ネットフリックス,NFLX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ニューウェル ブランズ,NWL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ニューモント,NEM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ニューズ コーポレーション A,NWSA,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ニューズ コーポレーション B,NWS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ネクステラ エナジー,NEE,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ナイキ,NKE,2024-08-16,0,0,0,1,0,0,,,,,,,,,34.48275862068966,-1.4499040215940906,,,,,,,,
ナイソース,NI,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ノーフォーク サザン,NSC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ノーザン トラスト,NTRS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ノースロップ グラマン,NOC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ノルウェージャン・クルーズ・ライン・ホールディングス,NCLH,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
NRG エナジー,NRG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ニューコア,NUE,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
エヌビディア,NVDA,2024-08-16,0,0,0,0,0,0,,,66.26506024096386,3.665890354018593,,,,,,,,,,,,,,
NVR,NVR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
NXP セミコンダクターズ,NXPI,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
オライリー オートモーティブ,ORLY,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
オクシデンタル ペトロリアム,OXY,2024-08-16,0,0,0,0,0,1,,,,,66.66666666666666,3.274739242633654,,,,,,,,,,,,
オールド ドミニオン フレイト ライン,ODFL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
オムニコム グループ,OMC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ワンオーク,OKE,2024-08-16,0,0,0,1,1,0,,,,,,,,,60.46511627906976,1.2757999712887094,64.70588235294117,1.4922613849729975,,,,,,
オラクル,ORCL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
オルガノン,OGN,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
オーチス ワールドワイド,OTIS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
パッカー,PCAR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
パッケージング コープ オブ アメリカ,PKG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
パーカーハネフィン,PH,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ペイチェックス,PAYX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ペイコム ソフトウェア,PAYC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ペイパル ホールディングス,PYPL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ペン エンターテインメント,PENN,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ペンテア,PNR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ペプシコ,PEP,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ファイザー,PFE,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
フィリップ モリス インターナショナル,PM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
フィリップス 66,PSX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ピナクル ウエスト キャピタル,PNW,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ＰＮＣファイナンシャルサービシズグループ,PNC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
プール,POOL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ＰＰＧインダストリーズ,PPG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ピーピーエル,PPL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
プリンシパル ファイナンシャル グループ,PFG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
プロクター & ギャンブル,PG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
プログレッシブ,PGR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
PLD,PLD,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
プルデンシャル ファイナンシャル,PRU,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
PTC,PTC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ＰＳＥＧ,PEG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
PSA,PSA,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
パルト グループ,PHM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
PVH,PVH,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
コルボ,QRVO,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
クアルコム,QCOM,2024-08-16,0,0,0,0,0,1,,,,,39.39393939393939,1.3161598110693549,,,,,,,,,,,,
クアンタ サービシーズ,PWR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
クエスト ダイアグノスティクス,DGX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ラルフ ローレン,RL,2024-08-16,0,0,0,0,0,1,,,,,50.0,0.6288694333160132,,,,,,,,,,,,
レイモンド ジェームズ ファイナンシャル,RJF,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
レイセオン テクノロジーズ,RTX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
O,O,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
REG,REG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
リジェネロン ファーマシューティカルズ,REGN,2024-08-16,0,0,0,1,1,0,,,,,,,,,60.46511627906976,3.128248989077868,52.38095238095239,1.3851927288353147,,,,,,
リジョンズ ファイナンシャル,RF,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
リパブリック サービシズ,RSG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
レスメド,RMD,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ロバート ハーフ,RHI,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ロックウェル オートメーション,ROK,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ローリンズ,ROL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ローパー テクノロジーズ,ROP,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ロス ストアーズ,ROST,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ロイヤル カリビアン クルーズ,RCL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
S&P グローバル,SPGI,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
セールスフォース,CRM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
SBAC,SBAC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
シュルンベルジェ,SLB,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
シーゲイト テクノロジー ホールディングス,STX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
シールド エアー,SEE,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
センプラ エナジー,SRE,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
サービスナウ,NOW,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
シャーウィン ウィリアムズ,SHW,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
SPG,SPG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
スカイワークス ソリューションズ,SWKS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
スナップオン,SNA,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
サザン,SO,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
サウスウエスト エアラインズ,LUV,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
スタンレー ブラック＆デッカー,SWK,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
スターバックス,SBUX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ステート ストリート,STT,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ステリス,STE,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ストライカー,SYK,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
シンクロニー ファイナンシャル,SYF,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
シノプシス,SNPS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
シスコ,SYY,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Tモバイル US,TMUS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
T ロウ プライス グループ,TROW,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
テイクツー インタラクティブ ソフトウエア,TTWO,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
タペストリー,TPR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ターゲット,TGT,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TE コネクティビティ,TEL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
テレダイン テクノロジーズ,TDY,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
テレフレックス,TFX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
テラダイン,TER,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
テスラ,TSLA,2024-08-16,0,0,0,0,0,0,51.35135135135135,1.9380737736547549,63.82978723404256,1.9779954571464304,50.0,0.9092605023369345,66.66666666666666,0.4209798314173945,60.0,1.0976015673648405,66.66666666666666,0.1331455570589801,27.77777777777778,-0.6101956959951403,43.03030303030303,1.185081278732835,38.333333333333336,0.194284388376587
テキサス インスツルメンツ,TXN,2024-08-16,0,0,0,0,0,1,,,,,58.06451612903226,1.354920688489497,,,,,,,,,,,,
テクストロン,TXT,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
クーパー,COO,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ハートフォード ファイナンシャル サービシズ グループ,HIG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ハーシー,HSY,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
モザイク,MOS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
トラベラーズ,TRV,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウォルト ディズニー,DIS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
サーモ フィッシャー サイエンティフィック,TMO,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ＴＪＸ,TJX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
トラクターサプライ,TSCO,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
トレイン テクノロジーズ,TT,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
トランス ダイム グループ,TDG,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
トリンブル,TRMB,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
トゥリスト ファイナンシャル,TFC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
タイラー テクノロジーズ,TYL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
タイソンフーズ,TSN,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
US バンコープ,USB,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
UDR,UDR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
アルタ ビューティ,ULTA,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
アンダー アーマー A,UAA,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
アンダー アーマー C,UA,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ユニオン パシフィック,UNP,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ユナイテッド エアラインズ ホールディングス,UAL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ユナイテッド パーセル サービス B,UPS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ユナイテッド レンタルズ,URI,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ユナイテッドヘルス グループ,UNH,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ユニバーサル ヘルス サービシーズ,UHS,2024-08-16,0,0,0,1,1,0,,,,,,,,,60.0,1.973189624173104,60.0,1.018670068637357,,,,,,
バレロ エナジー,VLO,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
VTR,VTR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ベリサイン,VRSN,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ベリスク アナリティックス,VRSK,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ベライゾン コミュニケーションズ,VZ,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
バーテックス ファーマシューティカルズ,VRTX,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
VF,VFC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ビアトリス,VTRS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ビザ,V,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
VNO,VNO,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
バルカン マテリアルズ,VMC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
W.R. バークレー,WRB,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
WW グレインジャー,GWW,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウェスティングハウス エア ブレーキ テクノロジーズ,WAB,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウォルグリーン ブーツ アライアンス,WBA,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウォルマート,WMT,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウエイスト マネジメント,WM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウォーターズ,WAT,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
WEC エナジー グループ,WEC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウェルズ ファーゴ,WFC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
WELL,WELL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウエスト ファーマシューティカル サービシズ,WST,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウエスタン デジタル,WDC,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウエスタン ユニオン,WU,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウエストロック,WRK,2024-07-05,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
WY,WY,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ワールプール,WHR,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウィリアムズ カンパニーズ,WMB,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ウィン リゾーツ,WYNN,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
エクセル エナジー,XEL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ザイレム,XYL,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ヤム! ブランズ,YUM,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ゼブラ テクノロジーズ,ZBRA,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ジンマー バイオメット ホールディングス,ZBH,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ザイオンズ バンコープ,ZION,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
ゾエティス,ZTS,2024-08-16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
